code,name,first_date,last_date,bars
sz300277,汽轮科技,2015-01-05,2026-09-02,2789
sz300283,温州宏丰,2015-01-05,2026-09-02,2799
sz300285,国瓷材料,2015-01-05,2026-09-02,2703
sz300275,梅安森,2015-01-05,2026-09-02,2827
sz300284,苏交科,2015-01-05,2026-09-02,2752
sz300287,飞利信,2015-01-05,2026-09-02,2751
sz300286,安科瑞,2015-01-05,2026-09-02,2831
sz300288,朗玛信息,2015-01-05,2026-09-02,2736
sz300291,百纳千成,2015-01-05,2026-09-02,2682
sz300296,利亚德,2015-01-05,2026-09-02,2764
sz300297,蓝盾退,2015-01-05,2023-07-28,1965
sz300294,博雅生物,2015-01-05,2026-09-02,2713
sz300295,*ST三六五,2015-01-05,2026-09-02,2778
sz300290,ST荣科,2015-01-05,2026-09-02,2607
sz300292,吴通控股,2015-01-20,2026-09-02,2635
sz300299,富春股份,2015-01-05,2026-09-02,2567
sz300298,三诺生物,2015-01-05,2026-09-02,2636
sz300289,利德曼,2015-01-05,2026-09-02,2802
sz300282,三盛退,2015-01-05,2024-07-17,2157
sz300305,裕兴股份,2015-01-05,2026-09-02,2836
sz300302,同有科技,2015-01-05,2026-09-02,2806
sz300300,海峡创新,2015-01-05,2026-09-02,2634
sz300303,聚飞光电,2015-01-05,2026-09-02,2820
sz300304,云意电气,2015-01-05,2026-09-02,2813
sz300301,ST长方,2015-01-05,2026-09-02,2747
sz300306,远方信息,2015-01-05,2026-09-02,2745
sz300307,慈星股份,2015-01-05,2026-09-02,2800
sz300309,吉艾退,2015-01-05,2023-05-29,1867
sz300311,任子行,2015-01-05,2026-09-02,2750
sz300312,邦讯退,2015-01-05,2022-07-01,1664
sz300308,中际旭创,2015-01-05,2026-09-02,2672
sz300316,晶盛机电,2015-01-05,2026-09-02,2733
sz300314,戴维医疗,2015-01-05,2026-09-02,2828
sz300315,掌趣科技,2015-02-16,2026-09-02,2684
sz300293,蓝英装备,2015-01-28,2026-09-02,2745
sz300313,天山生物,2015-01-29,2026-09-02,2593
sz300310,宜通世纪,2015-01-05,2026-09-02,2678
sz300317,珈伟新能,2015-01-05,2026-09-02,2626
sz300319,麦捷科技,2015-01-05,2026-09-02,2698
sz300318,博晖创新,2015-01-05,2026-09-02,2831
sz300320,海达股份,2015-01-05,2026-09-02,2741
sz300322,硕贝德,2015-01-05,2026-09-02,2578
sz300321,同大股份,2015-01-05,2026-09-02,2836
sz300323,华灿光电,2015-01-05,2026-09-02,2550
sz300325,德威退,2015-01-05,2022-06-27,1681
sz300330,计通退,2015-01-05,2023-05-23,1909
sz300326,ST凯利,2015-01-05,2026-09-02,2727
sz300327,中颖电子,2015-01-05,2026-09-02,2831
sz300329,海伦钢琴,2015-01-05,2026-09-02,2817
sz300324,旋极信息,2015-01-15,2026-09-02,2614
sz300331,苏大维格,2015-01-05,2026-09-02,2692
sz300328,宜安科技,2015-01-05,2026-09-02,2799
sz300333,兆日科技,2015-01-05,2026-09-02,2826
sz300332,天壕能源,2015-01-05,2026-09-02,2712
sz300334,津膜科技,2015-01-05,2026-09-02,2680
sz300335,迪森股份,2015-01-05,2026-09-02,2723
sz300337,银邦股份,2015-01-05,2026-09-02,2778
sz300338,*ST开元,2015-01-05,2026-09-02,2727
sz300340,科恒股份,2015-01-05,2026-09-02,2667
sz300341,麦克奥迪,2015-01-05,2026-09-02,2807
sz300336,新文退,2015-01-05,2023-07-04,1965
sz300342,天银机电,2015-01-05,2026-09-02,2772
sz300339,润和软件,2015-01-05,2026-09-02,2749
sz300345,华民股份,2015-01-05,2026-09-02,2761
sz300343,联创股份,2015-03-02,2026-09-02,2587
sz300350,华鹏飞,2015-01-28,2026-09-02,2756
sz300348,长亮科技,2015-01-05,2026-09-02,2723
sz300349,金卡智能,2015-01-05,2026-09-02,2676
sz300347,泰格医药,2015-01-22,2026-09-02,2790
sz300351,永贵电器,2015-01-05,2026-09-02,2733
sz300344,立方退,2015-01-05,2026-04-21,2588
sz300346,南大光电,2015-01-05,2026-09-02,2772
sz300355,蒙草生态,2015-01-05,2026-09-02,2778
sz300352,ST信源,2015-01-05,2026-09-02,2772
sz300354,东华测试,2015-01-05,2026-09-02,2836
sz300353,东土科技,2015-01-05,2026-09-02,2599
sz300356,光一退,2015-01-05,2023-07-12,1917
sz300358,楚天科技,2015-01-05,2026-09-02,2774
sz300362,天翔退,2015-05-04,2021-08-27,968
sz300359,全通教育,2015-01-28,2026-09-02,2743
sz300360,炬华科技,2015-01-05,2026-09-02,2748
sz300357,我武生物,2015-01-05,2026-09-02,2836
sz300363,博腾股份,2015-01-05,2026-09-02,2726
sz300367,网力退,2015-01-05,2022-06-29,1610
sz300369,绿盟科技,2015-01-05,2026-09-02,2818
sz300364,中文在线,2015-01-21,2026-09-02,2663
sz300372,欣泰退,2015-02-17,2017-08-25,352
sz300365,恒华科技,2015-01-05,2026-09-02,2773
sz300368,汇金股份,2015-01-05,2026-09-02,2733
sz300366,ST创意,2015-01-05,2026-09-02,2652
sz300370,安控科技,2015-02-11,2026-09-02,2784
sz300371,汇中股份,2015-01-05,2026-09-02,2836
sz300378,鼎捷数智,2015-01-05,2026-09-02,2831
sz300376,易事特,2015-01-05,2026-09-02,2720
sz300374,中铁装配,2015-03-19,2026-09-02,2656
sz300375,鹏翎股份,2015-01-05,2026-09-02,2794
sz300377,赢时胜,2015-01-05,2026-09-02,2789
sz300381,溢多利,2015-01-05,2026-09-02,2747
sz300382,斯莱克,2015-01-05,2026-09-02,2829
sz300380,安硕信息,2015-01-05,2026-09-02,2836
sz300383,光环新网,2015-01-05,2026-09-02,2648
sz300379,东通退,2015-01-05,2026-01-21,2596
sz300386,飞天诚信,2015-01-05,2026-09-02,2836
sz300373,扬杰科技,2015-01-05,2026-09-02,2794
sz300385,ST雪浪,2015-01-05,2026-09-02,2819
sz300390,天华新能,2015-01-05,2026-09-02,2766
sz300389,艾比森,2015-01-05,2026-09-02,2836
sz300391,长药退,2015-01-05,2026-04-10,2600
sz300392,腾信退,2015-01-05,2023-07-07,1782
sz300387,富邦科技,2015-01-05,2026-09-02,2745
sz300384,三联虹普,2015-01-05,2026-09-02,2721
sz300394,天孚通信,2015-02-17,2026-09-02,2793
sz300388,节能国祯,2015-01-05,2026-09-02,2791
sz300396,ST迪瑞,2015-01-05,2026-09-02,2773
sz300393,中来股份,2015-01-05,2026-09-02,2824
sz300397,天和防务,2015-01-05,2026-09-02,2797
sz300395,菲利华,2015-01-05,2026-09-02,2836
sz300400,劲拓股份,2015-01-05,2026-09-02,2836
sz300402,宝色股份,2015-01-05,2026-09-02,2749
sz300399,天利科技,2015-01-05,2026-09-02,2821
sz300401,花园生物,2015-01-05,2026-09-02,2819
sz300405,科隆股份,2015-01-05,2026-09-02,2749
sz300407,凯发电气,2015-01-05,2026-09-02,2717
sz300403,汉宇集团,2015-01-05,2026-09-02,2836
sz300406,九强生物,2015-01-05,2026-09-02,2836
sz300404,博济医药,2015-04-24,2026-09-02,2694
sz300409,道氏技术,2015-01-05,2026-09-02,2746
sz300408,三环集团,2015-01-05,2026-09-02,2826
sz300410,正业科技,2015-01-05,2026-09-02,2616
sz300411,金盾股份,2015-01-05,2026-09-02,2550
sz300413,芒果超媒,2015-01-21,2026-09-02,2564
sz300398,飞凯材料,2015-01-05,2026-09-02,2741
sz300412,迦南科技,2015-01-05,2026-09-02,2741
sz300415,伊之密,2015-01-23,2026-09-02,2813
sz300419,ST浩丰,2015-01-22,2026-09-02,2709
sz300417,南华仪器,2015-01-23,2026-09-02,2822
sz300418,昆仑万维,2015-01-21,2026-09-02,2753
sz300420,五洋自控,2015-02-17,2026-09-02,2649
sz300414,中光防雷,2015-05-13,2026-09-02,2542
sz300416,苏试试验,2015-01-22,2026-09-02,2814
sz300421,力星股份,2015-02-17,2026-09-02,2764
sz300422,博世科,2015-02-17,2026-09-02,2783
sz300424,航新科技,2015-04-22,2026-09-02,2700
sz300423,昇辉科技,2015-02-17,2026-09-02,2537
sz300431,暴风退,2015-03-24,2020-11-09,1080
sz300426,华智数媒,2015-02-17,2026-09-02,2720
sz300429,强力新材,2015-03-24,2026-09-02,2689
sz300428,立中集团,2015-03-19,2026-09-02,2617
sz300430,*ST益通,2015-03-19,2026-09-02,2716
sz300425,中建环能,2015-02-16,2026-09-02,2671
sz300432,富临精工,2015-03-19,2026-09-02,2701
sz300433,蓝思科技,2015-03-18,2026-09-02,2764
sz300434,金石亚药,2015-04-24,2026-09-02,2640
sz300435,中泰股份,2015-03-26,2026-09-02,2772
sz300427,红相股份,2015-02-17,2026-09-02,2599
sz300437,清水源,2015-04-23,2026-09-02,2642
sz300438,鹏辉能源,2015-04-24,2026-09-02,2714
sz300436,广生堂,2015-04-22,2026-09-02,2714
sz300441,鲍斯股份,2015-04-23,2026-09-02,2518
sz300439,美康生物,2015-04-22,2026-09-02,2761
sz300443,金雷股份,2015-04-22,2026-09-02,2754
sz300442,润泽科技,2015-04-24,2026-09-02,2747
sz300440,运达科技,2015-04-23,2026-09-02,2629
sz300444,双杰电气,2015-04-23,2026-09-02,2657
sz300448,浩云科技,2015-04-24,2026-09-02,2757
sz300446,航天智造,2015-04-23,2026-09-02,2751
sz300447,全信股份,2015-04-22,2026-09-02,2666
sz300445,康斯特,2015-04-24,2026-09-02,2763
sz300449,汉邦高科,2015-04-22,2026-09-02,2666
sz300451,创业慧康,2015-05-14,2026-09-02,2670
sz300453,三鑫医疗,2015-05-15,2026-09-02,2739
sz300450,先导智能,2015-05-18,2026-09-02,2599
sz300452,山河药辅,2015-05-15,2026-09-02,2749
sz300455,航天智装,2015-05-15,2026-09-02,2616
sz300457,赢合科技,2015-05-14,2026-09-02,2689
sz300461,田中精机,2015-05-19,2026-09-02,2534
sz300454,深信服,2018-05-16,2026-09-02,2017
sz300459,汤姆猫,2015-05-15,2026-09-02,2530
sz300458,全志科技,2015-05-15,2026-09-02,2739
sz300456,赛微电子,2015-05-14,2026-09-02,2599
sz300460,ST惠伦,2015-05-15,2026-09-02,2733
sz300462,ST华铭,2015-05-27,2026-09-02,2454
sz300463,迈克生物,2015-05-28,2026-09-02,2739
sz300466,赛摩智能,2015-05-28,2026-09-02,2383
sz300465,高伟达,2015-05-28,2026-09-02,2644
sz300471,厚普股份,2015-06-11,2026-09-02,2720
sz300464,星徽股份,2015-06-10,2026-09-02,2549
sz300468,四方精创,2015-05-27,2026-09-02,2708
sz300473,德尔股份,2015-06-12,2026-09-02,2654
sz300467,迅游科技,2015-05-27,2026-09-02,2539
sz300470,中密控股,2015-06-12,2026-09-02,2729
sz300472,*ST新元,2015-06-11,2026-09-01,2534
sz300469,信息发展,2015-06-11,2026-09-02,2622
sz300477,ST合纵,2015-06-10,2026-09-02,2622
sz300475,香农芯创,2015-06-10,2026-09-02,2702
sz300476,胜宏科技,2015-06-11,2026-09-02,2725
sz300482,万孚生物,2015-06-30,2026-09-02,2709
sz300480,光力科技,2015-07-02,2026-09-02,2649
sz300474,景嘉微,2016-03-31,2026-09-02,2527
sz300478,杭州高新,2015-06-10,2026-09-02,2634
sz300479,神思电子,2015-06-12,2026-09-02,2631
sz300481,濮阳惠成,2015-06-30,2026-09-02,2697
sz300485,赛升药业,2015-06-26,2026-09-02,2720
sz300484,蓝海华腾,2016-03-22,2026-09-02,2541
sz300483,首华燃气,2015-06-30,2026-09-02,2638
sz300486,东杰智能,2015-06-30,2026-09-02,2568
sz300491,通合科技,2015-12-31,2026-09-02,2504
sz300489,光智科技,2015-07-01,2026-09-02,2707
sz300487,蓝晓科技,2015-07-02,2026-09-02,2707
sz300490,华自科技,2015-12-31,2026-09-02,2450
sz300495,*ST美尚,2015-12-22,2024-05-08,1964
sz300488,恒锋工具,2015-07-01,2026-09-02,2577
sz300492,华图山鼎,2015-12-23,2026-09-02,2402
sz300499,高澜股份,2016-02-02,2026-09-02,2571
sz300493,润欣科技,2015-12-10,2026-09-02,2599
sz300498,温氏股份,2015-11-02,2026-09-01,2624
sz300496,中科创达,2015-12-10,2026-09-02,2546
sz300494,盛天网络,2015-12-31,2026-09-02,2593
sz300497,富祥股份,2015-12-22,2026-09-02,2600
sz300502,新易盛,2016-03-03,2026-09-02,2552
sz300500,启迪设计,2016-02-04,2026-09-02,2504
sz300504,天邑股份,2018-03-30,2026-09-02,2046
sz300501,海顺新材,2016-02-04,2026-09-02,2569
sz300506,名家汇,2016-03-24,2026-09-02,2513
sz300505,川金诺,2016-03-15,2026-09-02,2541
sz300508,维宏股份,2016-04-19,2026-09-02,2518
sz300507,苏奥传感,2016-04-29,2026-09-02,2506
sz300503,昊志机电,2016-03-09,2026-09-02,2545
sz300513,恒实科技,2016-05-30,2026-09-02,2395
sz300511,雪榕生物,2016-05-04,2026-09-02,2507
sz300510,金冠股份,2016-05-06,2026-09-02,2240
sz300509,新美星,2016-04-25,2026-09-02,2514
sz300512,中亚股份,2016-05-26,2026-09-02,2496
sz300514,友讯达,2017-04-26,2026-09-02,2274
sz300519,新光药业,2016-06-24,2026-09-02,2472
sz300515,三德科技,2016-06-08,2026-09-02,2485
sz300518,新迅达,2016-06-24,2026-09-02,2339
sz300516,久之洋,2016-06-02,2026-09-02,2491
sz300521,爱司凯,2016-07-05,2026-09-02,2445
sz300522,世名科技,2016-07-05,2026-09-02,2465
sz300517,海波重科,2016-07-19,2026-09-02,2460
sz300526,中潜退,2016-08-02,2023-07-11,1505
sz300520,科大国创,2016-07-08,2026-09-02,2456
sz300523,辰安科技,2016-07-26,2026-09-02,2370
sz300527,ST应急,2016-08-05,2026-09-02,2444
sz300531,优博讯,2016-08-09,2026-09-02,2440
sz300529,健帆生物,2016-08-02,2026-09-02,2450
sz300525,博思软件,2016-07-26,2026-09-02,2430
sz300535,达威股份,2016-08-12,2026-09-02,2369
sz300528,幸福蓝海,2016-08-08,2026-09-02,2446
sz300530,领湃科技,2016-08-09,2026-09-02,2433
sz300532,今天国际,2016-08-18,2026-09-02,2438
sz300533,冰川网络,2016-08-18,2026-09-02,2438
sz300538,同益股份,2016-08-26,2026-09-02,2432
sz300537,广信材料,2016-08-30,2026-09-02,2352
sz300536,农尚环境,2016-09-20,2026-09-02,2415
sz300534,陇神戎发,2016-09-13,2026-09-02,2405
sz300539,横河精密,2016-08-30,2026-09-02,2429
sz300541,先进数通,2016-09-13,2026-09-02,2420
sz300542,新晨科技,2016-09-20,2026-09-02,2407
sz300540,蜀道装备,2016-08-23,2026-09-02,2425
sz300545,联得装备,2016-09-28,2026-09-02,2411
sz300543,朗科智能,2016-09-08,2026-09-02,2341
sz300546,雄帝科技,2016-09-28,2026-09-02,2411
sz300547,川环科技,2016-09-30,2026-09-02,2409
sz300550,和仁科技,2016-10-18,2026-09-02,2397
sz300549,优德精密,2016-09-30,2026-09-02,2409
sz300551,古鳌科技,2016-10-18,2026-09-02,2389
sz300548,长芯博创,2016-10-12,2026-09-02,2402
sz300552,万集科技,2016-10-21,2026-09-02,2399
sz300554,三超新材,2017-04-21,2026-09-02,2274
sz300553,集智股份,2016-10-21,2026-09-02,2399
sz300557,理工光科,2016-11-01,2026-09-02,2392
sz300556,丝路视觉,2016-11-04,2026-09-02,2389
sz300560,中富通,2016-11-01,2026-09-02,2392
sz300559,佳发教育,2016-11-01,2026-09-02,2392
sz300558,贝达药业,2016-11-07,2026-09-02,2388
sz300561,汇金科技,2016-11-17,2026-09-02,2312
sz300555,ST路通,2016-10-18,2026-09-02,2401
sz300562,乐心医疗,2016-11-16,2026-09-02,2378
sz300567,精测电子,2016-11-22,2026-09-02,2372
sz300563,神宇股份,2016-11-14,2026-09-02,2383
sz300564,筑博设计,2019-11-08,2026-09-02,1655
sz300571,平治信息,2016-12-13,2026-09-02,2357
sz300565,科信技术,2016-11-22,2026-09-02,2377
sz300569,天能重工,2016-11-25,2026-09-02,2369
sz300566,激智科技,2016-11-15,2026-09-02,2372
sz300568,星源材质,2016-12-01,2026-09-02,2370
sz300572,安车检测,2016-12-06,2026-09-02,2362
sz300573,兴齐眼药,2016-12-08,2026-09-02,2365
sz300570,太辰光,2016-12-06,2026-09-02,2367
sz300575,中旗股份,2016-12-20,2026-09-02,2357
sz300582,英飞特,2016-12-28,2026-09-02,2309
sz300578,会畅科技,2017-01-25,2026-09-02,2258
sz300581,晨曦航空,2016-12-20,2026-09-02,2357
sz300580,贝斯特,2017-01-11,2026-09-02,2234
sz300585,奥联电子,2016-12-29,2026-09-02,2339
sz300577,开润股份,2016-12-21,2026-09-02,2356
sz300579,数字认证,2016-12-23,2026-09-02,2354
sz300576,容大感光,2016-12-20,2026-09-02,2347
sz300584,海辰药业,2017-01-12,2026-09-02,2341
sz300589,江龙船艇,2017-01-13,2026-09-02,2340
sz300583,赛托生物,2017-01-06,2026-09-02,2345
sz300586,美联新材,2017-01-04,2026-09-02,2255
sz300588,熙菱信息,2017-01-05,2026-09-02,2341
sz300591,万里马,2017-01-10,2026-09-02,2343
sz300587,天铁科技,2017-01-05,2026-09-02,2346
sz300594,ST朗进,2019-06-21,2026-09-02,1748
sz300590,移为通信,2017-01-11,2026-09-02,2238
sz300592,华凯易佰,2017-01-20,2026-09-02,2314
sz300596,利安隆,2017-01-19,2026-09-02,2326
sz300597,吉大通信,2017-01-23,2026-09-02,2329
sz300595,欧普康视,2017-01-17,2026-09-02,2338
sz300593,新雷能,2017-01-13,2026-09-02,2299
sz300598,诚迈科技,2017-01-20,2026-09-02,2330
sz300600,国瑞科技,2017-01-25,2026-09-02,2330
sz300601,康泰生物,2017-02-07,2026-09-02,2328
sz300599,雄塑科技,2017-01-23,2026-09-02,2324
sz300602,飞荣达,2017-01-26,2026-09-02,2331
sz300605,恒锋信息,2017-02-08,2026-09-02,2327
sz300607,拓斯达,2017-02-09,2026-09-02,2314
sz300606,金太阳,2017-02-08,2026-09-02,2327
sz300604,长川科技,2017-04-17,2026-09-02,2270
sz300603,立昂技术,2017-01-26,2026-09-02,2170
sz300609,汇纳科技,2017-02-15,2026-09-02,2319
sz300608,思特奇,2017-02-13,2026-09-02,2324
sz300610,晨化股份,2017-02-13,2026-09-02,2324
sz300614,百川畅银,2021-05-25,2026-09-02,1282
sz300612,宣亚国际,2017-02-15,2026-09-02,2151
sz300615,欣天科技,2017-02-15,2026-09-02,2317
sz300611,美力科技,2017-02-20,2026-09-02,2319
sz300618,寒锐钴业,2017-03-06,2026-09-02,2307
sz300613,富瀚微,2017-02-20,2026-09-02,2309
sz300616,尚品宅配,2017-03-07,2026-09-02,2308
sz300619,金银河,2017-03-01,2026-09-02,2312
sz300620,光库科技,2017-03-10,2026-09-02,2295
sz300621,维业股份,2017-03-16,2026-09-02,2301
sz300624,万兴科技,2018-01-18,2026-09-02,2082
sz300617,安靠智电,2017-02-28,2026-09-02,2313
sz300622,博士眼镜,2017-03-15,2026-09-02,2302
sz300625,三雄极光,2017-03-17,2026-09-02,2300
sz300626,华瑞股份,2017-03-20,2026-09-02,2299
sz300628,亿联网络,2017-03-17,2026-09-02,2300
sz300629,新劲刚,2017-03-24,2026-09-02,2252
sz300623,捷捷微电,2017-03-14,2026-09-02,2303
sz300631,久吾高科,2017-03-23,2026-09-02,2296
sz300630,普利退,2017-03-28,2025-05-21,1909
sz300632,光莆股份,2017-04-06,2026-09-02,2288
sz300636,同和药业,2017-03-31,2026-09-02,2289
sz300633,开立医疗,2017-04-06,2026-09-02,2288
sz300635,中达安,2017-03-31,2026-09-02,2282
sz300634,彩讯股份,2018-03-23,2026-09-02,2051
sz300639,凯普生物,2017-04-12,2026-09-02,2284
sz300641,正丹股份,2017-04-18,2026-09-02,2275
sz300637,扬帆新材,2017-04-12,2026-09-02,2284
sz300638,广和通,2017-04-13,2026-09-02,2276
sz300640,德艺文创,2017-04-17,2026-09-02,2262
sz300642,透景生命,2017-04-21,2026-09-02,2277
sz300643,万通智控,2017-05-05,2026-09-02,2268
sz300648,星云股份,2017-04-25,2026-09-02,2275
sz300647,超频三,2017-05-03,2026-09-02,2228
sz300644,南京聚隆,2018-02-06,2026-09-02,2076
sz300651,金陵体育,2017-05-09,2026-09-02,2266
sz300645,正元智慧,2017-04-21,2026-09-02,2267
sz300650,太龙股份,2017-05-03,2026-09-02,2270
sz300649,杭州园林,2017-05-05,2026-09-02,2263
sz300653,正海生物,2017-05-16,2026-09-02,2261
sz300652,雷迪克,2017-05-16,2026-09-02,2261
sz300654,世纪天鸿,2017-09-26,2026-09-02,2168
sz300659,中孚信息,2017-05-26,2026-09-02,2145
sz300660,江苏雷利,2017-06-02,2026-09-02,2240
sz300655,晶瑞电材,2017-05-23,2026-09-02,2249
sz300657,弘信电子,2017-05-23,2026-09-02,2214
sz300661,圣邦股份,2017-06-06,2026-09-02,2238
sz300656,民德电子,2017-05-19,2026-09-02,2190
sz300663,科蓝软件,2017-06-08,2026-09-02,2246
sz300662,科锐国际,2017-06-08,2026-09-02,2198
sz300658,延江股份,2017-06-02,2026-09-02,2240
sz300664,鹏鹞环保,2018-01-05,2026-09-02,2101
sz300665,飞鹿股份,2017-06-13,2026-09-02,2227
sz300627,华测导航,2017-03-21,2026-09-02,2298
sz300667,必创科技,2017-06-19,2026-09-02,2223
sz300666,江丰电子,2017-06-15,2026-09-02,2220
sz300670,大烨智能,2017-07-03,2026-09-02,2133
sz300668,杰恩股份,2017-06-19,2026-09-02,2239
sz300669,沪宁股份,2017-06-29,2026-09-02,2231
sz300673,佩蒂股份,2017-07-11,2026-09-02,2223
sz300672,国科微,2017-07-12,2026-09-02,2199
sz300675,建科院,2017-07-19,2026-09-02,2217
sz300674,宇信科技,2018-11-07,2026-09-02,1899
sz300677,英科医疗,2017-07-21,2026-09-02,2215
sz300676,华大基因,2017-07-14,2026-09-02,2210
sz300679,电连技术,2017-07-31,2026-09-02,2199
sz300681,英搏尔,2017-07-25,2026-09-02,2213
sz300678,中科信息,2017-07-28,2026-09-02,2185
sz300680,隆盛科技,2017-07-25,2026-09-02,2129
sz300682,朗新科技,2017-08-01,2026-09-02,2157
sz300683,海特生物,2017-08-08,2026-09-02,2145
sz300684,中石科技,2017-12-27,2026-09-02,2107
sz300687,赛意信息,2017-08-03,2026-09-02,2196
sz300686,智动力,2017-08-04,2026-09-02,2205
sz300671,富满微,2017-07-05,2026-09-02,2227
sz300688,创业黑马,2017-08-10,2026-09-02,2180
sz300685,艾德生物,2017-08-02,2026-09-02,2203
sz300691,联合光电,2017-08-11,2026-09-02,2190
sz300690,双一科技,2017-08-08,2026-09-02,2203
sz300692,中赋科技,2017-08-21,2026-09-02,2186
sz300689,澄天伟业,2017-08-09,2026-09-02,2202
sz300696,爱乐达,2017-08-22,2026-09-02,2193
sz300694,蠡湖股份,2018-10-15,2026-09-02,1916
sz300695,兆丰股份,2017-09-08,2026-09-02,2180
sz300697,电工合金,2017-09-07,2026-09-02,2177
sz300693,盛弘股份,2017-08-22,2026-09-02,2188
sz300699,光威复材,2017-09-01,2026-09-02,2185
sz300700,岱勒新材,2017-09-12,2026-09-02,2168
sz300698,万马科技,2017-08-31,2026-09-02,2186
sz300703,创源股份,2017-09-19,2026-09-02,2169
sz300701,森霸传感,2017-09-15,2026-09-02,2175
sz300706,阿石创,2017-09-26,2026-09-02,2168
sz300705,九典制药,2017-10-10,2026-09-02,2163
sz300702,天宇股份,2017-09-19,2026-09-02,2173
sz300712,永福股份,2017-10-31,2026-09-02,2148
sz300709,精研科技,2017-10-19,2026-09-02,2156
sz300707,威唐工业,2017-10-10,2026-09-02,2163
sz300711,广哈通信,2017-11-01,2026-09-02,2147
sz300715,凯伦股份,2017-10-26,2026-09-02,2145
sz300719,安达维尔,2017-11-09,2026-09-02,2141
sz300708,聚灿光电,2017-10-16,2026-09-02,2159
sz300710,万隆光电,2017-10-19,2026-09-02,2141
sz300718,长盛轴承,2017-11-06,2026-09-02,2144
sz300713,英可瑞,2017-11-01,2026-09-02,2147
sz300716,*ST泉为,2017-11-09,2026-09-02,2134
sz300722,新余国科,2017-11-10,2026-09-02,2138
sz300717,华信新材,2017-11-06,2026-09-02,2136
sz300726,宏达电子,2017-11-21,2026-09-02,2133
sz300723,一品红,2017-11-16,2026-09-02,2136
sz300724,捷佳伟创,2018-08-10,2026-09-02,1956
sz300720,海川智能,2017-11-06,2026-09-02,2134
sz300731,科创新源,2017-12-08,2026-09-02,2105
sz300725,药石科技,2017-11-10,2026-09-02,2135
sz300727,润禾材料,2017-11-27,2026-09-02,2129
sz300732,设研院,2017-12-12,2026-09-02,2074
sz300733,西菱动力,2018-01-16,2026-09-02,2094
sz300729,乐歌股份,2017-12-01,2026-09-02,2125
sz300730,科创信息,2017-12-05,2026-09-02,2118
sz300721,怡达股份,2017-11-15,2026-09-02,2137
sz300737,科顺股份,2018-01-25,2026-09-02,2077
sz300735,光弘科技,2017-12-29,2026-09-02,2105
sz300738,奥飞数据,2018-01-19,2026-09-02,2091
sz300736,百邦科技,2018-01-09,2026-09-02,2097
sz300739,明阳电路,2018-02-01,2026-09-02,2082
sz300740,水羊股份,2018-02-08,2026-09-02,1977
sz300741,华宝股份,2018-03-01,2026-09-02,2067
sz300743,天地数码,2018-04-27,2026-09-02,2028
sz300745,欣锐科技,2018-05-23,2026-09-02,2012
sz300748,金力永磁,2018-09-21,2026-09-02,1926
sz300742,越博退,2018-05-08,2024-07-19,1468
sz300750,宁德时代,2018-06-11,2026-09-01,1998
sz300751,迈为股份,2018-11-09,2026-09-02,1897
sz300746,汉嘉数智,2018-05-25,2026-09-02,1992
sz300755,华致酒行,2019-01-29,2026-09-02,1842
sz300747,锐科激光,2018-06-25,2026-09-02,1990
sz300749,顶固集创,2018-09-25,2026-09-02,1910
sz300753,爱朋医疗,2018-12-13,2026-09-02,1873
sz300752,隆利科技,2018-11-30,2026-09-02,1882
sz300760,迈瑞医疗,2018-10-16,2026-09-01,1914
sz300762,上海瀚讯,2019-03-14,2026-09-02,1815
sz300758,七彩化学,2019-02-22,2026-09-02,1829
sz300757,罗博特科,2019-01-08,2026-09-02,1837
sz300761,立华股份,2019-02-18,2026-09-02,1833
sz300759,康龙化成,2019-01-28,2026-09-02,1843
sz300756,金马游乐,2018-12-28,2026-09-02,1862
sz300763,锦浪科技,2019-03-19,2026-09-02,1812
sz300769,德方纳米,2019-04-15,2026-09-02,1794
sz300773,拉卡拉,2019-04-25,2026-09-02,1786
sz300766,每日互动,2019-03-25,2026-09-02,1808
sz300765,石药创新,2019-03-22,2026-09-02,1789
sz300768,迪普科技,2019-04-12,2026-09-02,1795
sz300770,新媒股份,2019-04-19,2026-09-02,1790
sz300775,三角防务,2019-05-21,2026-09-02,1771
sz300774,倍杰特,2021-08-04,2026-09-02,1232
sz300776,帝尔激光,2019-05-17,2026-09-02,1773
sz300771,智莱科技,2019-04-22,2026-09-02,1789
sz300767,震安科技,2019-03-29,2026-09-02,1804
sz300772,运达股份,2019-04-26,2026-09-02,1779
sz300778,新城市,2019-05-10,2026-09-02,1778
sz300777,中简科技,2019-05-16,2026-09-02,1774
sz300779,惠城环保,2019-05-22,2026-09-02,1770
sz300783,三只松鼠,2019-07-12,2026-09-02,1734
sz300784,利安科技,2024-06-07,2026-09-02,545
sz300781,因赛集团,2019-06-06,2026-09-02,1755
sz300780,德恩精工,2019-05-31,2026-09-02,1763
sz300782,卓胜微,2019-06-18,2026-09-02,1752
sz300786,国林科技,2019-07-23,2026-09-02,1727
sz300789,唐源电气,2019-08-28,2026-09-02,1701
sz300790,宇瞳光学,2019-09-20,2026-09-02,1685
sz300788,中信出版,2019-07-05,2026-09-02,1739
sz300787,海能实业,2019-08-15,2026-09-02,1710
sz300791,仙乐健康,2019-09-25,2026-09-02,1682
sz300796,贝斯美,2019-11-15,2026-09-02,1650
sz300799,左江退,2019-10-29,2024-07-26,1101
sz300792,壹网壹创,2019-09-27,2026-09-02,1680
